entry_name	accession	gene_symbol	msa_file
RIR2B_HUMAN	Q7LG56	RRM2B	RIR2B_HUMAN_b01.a2m
RIT1_HUMAN	Q92963	RIT1	RIT1_HUMAN_b03.a2m
RL10L_HUMAN	Q96L21	RPL10L	RL10L_HUMAN_b03.a2m
RL10_HUMAN	P27635	RPL10	RL10_HUMAN_b03.a2m
RL13_HUMAN	P26373	RPL13	RL13_HUMAN_b03.a2m
RL15_HUMAN	P61313	RPL15	RL15_HUMAN_b01.a2m
RL18_HUMAN	Q07020	RPL18	RL18_HUMAN_b03.a2m
RL21_HUMAN	P46778	RPL21	RL21_HUMAN_b03.a2m
RL35A_HUMAN	P18077	RPL35A	RL35A_HUMAN_b03.a2m
RL35_HUMAN	P42766	RPL35	RL35_HUMAN_b03.a2m
RL5_HUMAN	P46777	RPL5	RL5_HUMAN_b03.a2m
RLBP1_HUMAN	P12271	RLBP1	RLBP1_HUMAN_b03.a2m
RM03_HUMAN	P09001	MRPL3	RM03_HUMAN_b01.a2m
RM36_HUMAN	Q9P0J6	MRPL36	RM36_HUMAN_b03.a2m
RM44_HUMAN	Q9H9J2	MRPL44	RM44_HUMAN_b03.a2m
RMND1_HUMAN	Q9NWS8	RMND1	RMND1_HUMAN_b01.a2m
RN125_HUMAN	Q96EQ8	RNF125	RN125_HUMAN_b03.a2m
RN170_HUMAN	Q96K19	RNF170	RN170_HUMAN_b03.a2m
RN5A_HUMAN	Q05823	RNASEL	RN5A_HUMAN_b03.a2m
RNF12_HUMAN	Q9NVW2	RLIM	RNF12_HUMAN_b03.a2m
RNF13_HUMAN	O43567	RNF13	RNF13_HUMAN_b01.a2m
RNF6_HUMAN	Q9Y252	RNF6	RNF6_HUMAN_b01.a2m
RNH1_HUMAN	O60930	RNASEH1	RNH1_HUMAN_b03.a2m
RNH2A_HUMAN	O75792	RNASEH2A	RNH2A_HUMAN_b03.a2m
RNH2B_HUMAN	Q5TBB1	RNASEH2B	RNH2B_HUMAN_b01.a2m
RNH2C_HUMAN	Q8TDP1	RNASEH2C	RNH2C_HUMAN_b03.a2m
RNPC3_HUMAN	Q96LT9	RNPC3	RNPC3_HUMAN_b03.a2m
RNT2_HUMAN	O00584	RNASET2	RNT2_HUMAN_b03.a2m
RNZ2_HUMAN	Q9BQ52	ELAC2	RNZ2_HUMAN_b01.a2m
ROA1_HUMAN	P09651	HNRNPA1	ROA1_HUMAN_b03.a2m
ROA2_HUMAN	P22626	HNRNPA2B1	ROA2_HUMAN_b03.a2m
ROBO4_HUMAN	Q8WZ75	ROBO4	ROBO4_HUMAN_b03.a2m
ROM1_HUMAN	Q03395	ROM1	ROM1_HUMAN_b03.a2m
ROR2_HUMAN	Q01974	ROR2	ROR2_HUMAN_b07.a2m
ROS1_HUMAN	P08922	ROS1	ROS1_HUMAN_b01.a2m
RP1L1_HUMAN	Q8IWN7	RP1L1	RP1L1_HUMAN_b03.a2m
RP1_HUMAN	P56715	RP1	RP1_HUMAN_b03.a2m
RP3A_HUMAN	Q9Y2J0	RPH3A	RP3A_HUMAN_b05.a2m
RP9_HUMAN	Q8TA86	RP9	RP9_HUMAN_b01.a2m
RPA1_HUMAN	O95602	POLR1A	RPA1_HUMAN_b10.a2m
RPAC1_HUMAN	O15160	POLR1C	RPAC1_HUMAN_b03.a2m
RPAC2_HUMAN	P0DPB6	POLR1D	RPAC2_HUMAN_b03.a2m
RPC1_HUMAN	O14802	POLR3A	RPC1_HUMAN_b03.a2m
RPC22_HUMAN	P0DPB5	POLR1D	RPC22_HUMAN_b03.a2m
RPC2_HUMAN	Q9NW08	POLR3B	RPC2_HUMAN_b05.a2m
RPE65_HUMAN	Q16518	RPE65	RPE65_HUMAN_b01.a2m
RPGR1_HUMAN	Q96KN7	RPGRIP1	RPGR1_HUMAN_b05.a2m
RPGR_HUMAN	Q92834	RPGR	RPGR_HUMAN_b03.a2m
RPIA_HUMAN	P49247	RPIA	RPIA_HUMAN_b01.a2m
RRAS2_HUMAN	P62070	RRAS2	RRAS2_HUMAN_b03.a2m
RRF2M_HUMAN	Q969S9	GFM2	RRF2M_HUMAN_b03.a2m
RRP44_HUMAN	Q9Y2L1	DIS3	RRP44_HUMAN_b03.a2m
RS10_HUMAN	P46783	RPS10	RS10_HUMAN_b03.a2m
RS17_HUMAN	P08708	RPS17	RS17_HUMAN_b03.a2m
RS19_HUMAN	P39019	RPS19	RS19_HUMAN_b03.a2m
RS23_HUMAN	P62266	RPS23	RS23_HUMAN_b01.a2m
RS24_HUMAN	P62847	RPS24	RS24_HUMAN_b03.a2m
RS26_HUMAN	P62854	RPS26	RS26_HUMAN_b03.a2m
RS28_HUMAN	P62857	RPS28	RS28_HUMAN_b03.a2m
RS29_HUMAN	P62273	RPS29	RS29_HUMAN_b03.a2m
RSH4A_HUMAN	Q5TD94	RSPH4A	RSH4A_HUMAN_b01.a2m
RSPH9_HUMAN	Q9H1X1	RSPH9	RSPH9_HUMAN_b01.a2m
RSPO2_HUMAN	Q6UXX9	RSPO2	RSPO2_HUMAN_b03.a2m
RSPO4_HUMAN	Q2I0M5	RSPO4	RSPO4_HUMAN_b03.a2m
RSPRY_HUMAN	Q96DX4	RSPRY1	RSPRY_HUMAN_b01.a2m
RSRC2_HUMAN	Q7L4I2	RSRC2	RSRC2_HUMAN_b01.a2m
RSSA_HUMAN	P08865	RPSA	RSSA_HUMAN_b01.a2m
RT02_HUMAN	Q9Y399	MRPS2	RT02_HUMAN_b01.a2m
RT07_HUMAN	Q9Y2R9	MRPS7	RT07_HUMAN_b01.a2m
RT14_HUMAN	O60783	MRPS14	RT14_HUMAN_b03.a2m
RT16_HUMAN	Q9Y3D3	MRPS16	RT16_HUMAN_b03.a2m
RT22_HUMAN	P82650	MRPS22	RT22_HUMAN_b03.a2m
RT34_HUMAN	P82930	MRPS34	RT34_HUMAN_b01.a2m
RT4I1_HUMAN	Q8WWV3	RTN4IP1	RT4I1_HUMAN_b05.a2m
RTEL1_HUMAN	Q9NZ71	RTEL1	RTEL1_HUMAN_b07.a2m
RTTN_HUMAN	Q86VV8	RTTN	RTTN_HUMAN_b01.a2m
RUNX1_HUMAN	Q01196	RUNX1	RUNX1_HUMAN_b01.a2m
RUNX2_HUMAN	Q13950	RUNX2	RUNX2_HUMAN_b01.a2m
RUSD3_HUMAN	Q6P087	RPUSD3	RUSD3_HUMAN_b01.a2m
RUVB1_HUMAN	Q9Y265	RUVBL1	RUVB1_HUMAN_b01.a2m
RUXE_HUMAN	P62304	SNRPE	RUXE_HUMAN_b01.a2m
RXLT1_HUMAN	Q9Y2B1	RXYLT1	RXLT1_HUMAN_b01.a2m
RXRA_HUMAN	P19793	RXRA	RXRA_HUMAN_b03.a2m
RYR1_HUMAN	P21817	RYR1	RYR1_HUMAN_b03.a2m
RYR2_HUMAN	Q92736	RYR2	RYR2_HUMAN_b10.a2m
S12A1_HUMAN	Q13621	SLC12A1	S12A1_HUMAN_b05.a2m
S12A3_HUMAN	P55017	SLC12A3	S12A3_HUMAN_b01.a2m
S12A5_HUMAN	Q9H2X9	SLC12A5	S12A5_HUMAN_b07.a2m
S13A3_HUMAN	Q8WWT9	SLC13A3	S13A3_HUMAN_b03.a2m
S13A5_HUMAN	Q86YT5	SLC13A5	S13A5_HUMAN_b03.a2m
S17A5_HUMAN	Q9NRA2	SLC17A5	S17A5_HUMAN_b07.a2m
S19A2_HUMAN	O60779	SLC19A2	S19A2_HUMAN_b01.a2m
S19A3_HUMAN	Q9BZV2	SLC19A3	S19A3_HUMAN_b10.a2m
S20A2_HUMAN	Q08357	SLC20A2	S20A2_HUMAN_b03.a2m
S22A5_HUMAN	NA	NA	S22A5_HUMAN_b05.a2m
S2538_HUMAN	Q96DW6	SLC25A38	S2538_HUMAN_b03.a2m
S2542_HUMAN	Q86VD7	SLC25A42	S2542_HUMAN_b01.a2m
S2546_HUMAN	Q96AG3	SLC25A46	S2546_HUMAN_b03.a2m
S26A1_HUMAN	Q9H2B4	SLC26A1	S26A1_HUMAN_b07.a2m
S26A2_HUMAN	P50443	SLC26A2	S26A2_HUMAN_b03.a2m
S26A4_HUMAN	O43511	SLC26A4	S26A4_HUMAN_b10.a2m
S27A4_HUMAN	Q6P1M0	SLC27A4	S27A4_HUMAN_b07.a2m
S29A1_HUMAN	Q99808	SLC29A1	S29A1_HUMAN_b03.a2m
S29A3_HUMAN	Q9BZD2	SLC29A3	S29A3_HUMAN_b03.a2m
S35A1_HUMAN	P78382	SLC35A1	S35A1_HUMAN_b03.a2m
S35A2_HUMAN	P78381	SLC35A2	S35A2_HUMAN_b03.a2m
S35A3_HUMAN	Q9Y2D2	SLC35A3	S35A3_HUMAN_b03.a2m
S35D1_HUMAN	Q9NTN3	SLC35D1	S35D1_HUMAN_b03.a2m
S36A2_HUMAN	Q495M3	SLC36A2	S36A2_HUMAN_b03.a2m
S38A8_HUMAN	A6NNN8	SLC38A8	S38A8_HUMAN_b03.a2m
S39A4_HUMAN	Q6P5W5	SLC39A4	S39A4_HUMAN_b01.a2m
S39A8_HUMAN	Q9C0K1	SLC39A8	S39A8_HUMAN_b03.a2m
S39AD_HUMAN	Q96H72	SLC39A13	S39AD_HUMAN_b03.a2m
S39AE_HUMAN	Q15043	SLC39A14	S39AE_HUMAN_b01.a2m
S3TC2_HUMAN	Q8TF17	SH3TC2	S3TC2_HUMAN_b03.a2m
S40A1_HUMAN	Q9NP59	SLC40A1	S40A1_HUMAN_b01.a2m
S45A2_HUMAN	Q9UMX9	SLC45A2	S45A2_HUMAN_b03.a2m
S4A11_HUMAN	Q8NBS3	SLC4A11	S4A11_HUMAN_b01.a2m
S52A1_HUMAN	Q9NWF4	SLC52A1	S52A1_HUMAN_b01.a2m
S52A2_HUMAN	Q9HAB3	SLC52A2	S52A2_HUMAN_b01.a2m
S52A3_HUMAN	Q9NQ40	SLC52A3	S52A3_HUMAN_b01.a2m
S5A2_HUMAN	P31213	SRD5A2	S5A2_HUMAN_b03.a2m
S61A1_HUMAN	P61619	SEC61A1	S61A1_HUMAN_b03.a2m
S6A17_HUMAN	Q9H1V8	SLC6A17	S6A17_HUMAN_b03.a2m
S6A19_HUMAN	Q695T7	SLC6A19	S6A19_HUMAN_b01.a2m
SACS_HUMAN	Q9NZJ4	SACS	SACS_HUMAN_b01.a2m
SAHH_HUMAN	P23526	AHCY	SAHH_HUMAN_b03.a2m
SALL1_HUMAN	Q9NSC2	SALL1	SALL1_HUMAN_b05.a2m
SAM9L_HUMAN	Q8IVG5	SAMD9L	SAM9L_HUMAN_b01.a2m
SAMC_HUMAN	Q70HW3	SLC25A26	SAMC_HUMAN_b03.a2m
SAMD9_HUMAN	Q5K651	SAMD9	SAMD9_HUMAN_b01.a2m
SAMH1_HUMAN	Q9Y3Z3	SAMHD1	SAMH1_HUMAN_b03.a2m
SAP3_HUMAN	P17900	GM2A	SAP3_HUMAN_b03.a2m
SAP_HUMAN	P07602	PSAP	SAP_HUMAN_b03.a2m
SAR1B_HUMAN	Q9Y6B6	SAR1B	SAR1B_HUMAN_b03.a2m
SASH1_HUMAN	O94885	SASH1	SASH1_HUMAN_b01.a2m
SATB2_HUMAN	Q9UPW6	SATB2	SATB2_HUMAN_b01.a2m
SATT_HUMAN	P43007	SLC1A4	SATT_HUMAN_b01.a2m
SBDS_HUMAN	Q9Y3A5	SBDS	SBDS_HUMAN_b01.a2m
SBP1_HUMAN	Q13228	SELENBP1	SBP1_HUMAN_b01.a2m
SC23A_HUMAN	Q15436	SEC23A	SC23A_HUMAN_b01.a2m
SC23B_HUMAN	Q15437	SEC23B	SC23B_HUMAN_b01.a2m
SC5A1_HUMAN	P13866	SLC5A1	SC5A1_HUMAN_b07.a2m
SC5A5_HUMAN	Q92911	SLC5A5	SC5A5_HUMAN_b03.a2m
SC5A7_HUMAN	Q9GZV3	SLC5A7	SC5A7_HUMAN_b05.a2m
SC5D_HUMAN	O75845	SC5D	SC5D_HUMAN_b01.a2m
SC6A1_HUMAN	P30531	SLC6A1	SC6A1_HUMAN_b01.a2m
SC6A2_HUMAN	P23975	SLC6A2	SC6A2_HUMAN_b07.a2m
SC6A3_HUMAN	Q01959	SLC6A3	SC6A3_HUMAN_b01.a2m
SC6A4_HUMAN	P31645	SLC6A4	SC6A4_HUMAN_b10.a2m
SC6A6_HUMAN	P31641	SLC6A6	SC6A6_HUMAN_b01.a2m
SC6A8_HUMAN	P48029	SLC6A8	SC6A8_HUMAN_b03.a2m
SC6A9_HUMAN	P48067	SLC6A9	SC6A9_HUMAN_b03.a2m
SCAM5_HUMAN	Q8TAC9	SCAMP5	SCAM5_HUMAN_b01.a2m
SCF_HUMAN	P21583	KITLG	SCF_HUMAN_b01.a2m
SCMC1_HUMAN	Q6NUK1	SLC25A24	SCMC1_HUMAN_b03.a2m
SCMC3_HUMAN	Q9BV35	SLC25A23	SCMC3_HUMAN_b03.a2m
SCN1A_HUMAN	P35498	SCN1A	SCN1A_HUMAN_b10.a2m
SCN1B_HUMAN	Q07699	SCN1B	SCN1B_HUMAN_b03.a2m
SCN2A_HUMAN	Q99250	SCN2A	SCN2A_HUMAN_b05.a2m
SCN2B_HUMAN	O60939	SCN2B	SCN2B_HUMAN_b03.a2m
SCN3A_HUMAN	Q9NY46	SCN3A	SCN3A_HUMAN_b05.a2m
SCN3B_HUMAN	Q9NY72	SCN3B	SCN3B_HUMAN_b03.a2m
SCN4A_HUMAN	P35499	SCN4A	SCN4A_HUMAN_b05.a2m
SCN4B_HUMAN	Q8IWT1	SCN4B	SCN4B_HUMAN_b03.a2m
SCN5A_HUMAN	Q14524	SCN5A	SCN5A_HUMAN_b10.a2m
SCN8A_HUMAN	Q9UQD0	SCN8A	SCN8A_HUMAN_b05.a2m
SCN9A_HUMAN	Q15858	SCN9A	SCN9A_HUMAN_b05.a2m
SCNBA_HUMAN	Q9UI33	SCN11A	SCNBA_HUMAN_b07.a2m
SCNNA_HUMAN	P37088	SCNN1A	SCNNA_HUMAN_b03.a2m
SCNNB_HUMAN	P51168	SCNN1B	SCNNB_HUMAN_b03.a2m
SCNNG_HUMAN	P51170	SCNN1G	SCNNG_HUMAN_b01.a2m
SCO1_HUMAN	O75880	SCO1	SCO1_HUMAN_b03.a2m
SCO2_HUMAN	O43819	SCO2	SCO2_HUMAN_b03.a2m
SCOT1_HUMAN	P55809	OXCT1	SCOT1_HUMAN_b03.a2m
SCRB1_HUMAN	Q8WTV0	SCARB1	SCRB1_HUMAN_b01.a2m
SCRB2_HUMAN	Q14108	SCARB2	SCRB2_HUMAN_b01.a2m
SCUB2_HUMAN	Q9NQ36	SCUBE2	SCUB2_HUMAN_b03.a2m
SDCG8_HUMAN	Q86SQ7	SDCCAG8	SDCG8_HUMAN_b01.a2m
SDHA_HUMAN	P31040	SDHA	SDHA_HUMAN_b01.a2m
SDHB_HUMAN	P21912	SDHB	SDHB_HUMAN_b10.a2m
SDHF1_HUMAN	A6NFY7	SDHAF1	SDHF1_HUMAN_b01.a2m
SDHF2_HUMAN	Q9NX18	SDHAF2	SDHF2_HUMAN_b01.a2m
SEBP2_HUMAN	Q96T21	SECISBP2	SEBP2_HUMAN_b03.a2m
SELN_HUMAN	Q9NZV5	SELENON	SELN_HUMAN_b01.a2m
SEM3A_HUMAN	Q14563	SEMA3A	SEM3A_HUMAN_b03.a2m
SEM3D_HUMAN	O95025	SEMA3D	SEM3D_HUMAN_b03.a2m
SEM3E_HUMAN	O15041	SEMA3E	SEM3E_HUMAN_b01.a2m
SEM4A_HUMAN	Q9H3S1	SEMA4A	SEM4A_HUMAN_b03.a2m
SEN15_HUMAN	Q8WW01	TSEN15	SEN15_HUMAN_b03.a2m
SEN2_HUMAN	Q8NCE0	TSEN2	SEN2_HUMAN_b01.a2m
SEN54_HUMAN	Q7Z6J9	TSEN54	SEN54_HUMAN_b01.a2m
SEPT9_HUMAN	Q9UHD8	SEPTIN9	SEPT9_HUMAN_b03.a2m
SERA_HUMAN	O43175	PHGDH	SERA_HUMAN_b03.a2m
SERB_HUMAN	P78330	PSPH	SERB_HUMAN_b03.a2m
SERC_HUMAN	Q9Y617	PSAT1	SERC_HUMAN_b03.a2m
SERPH_HUMAN	P50454	SERPINH1	SERPH_HUMAN_b03.a2m
SETBP_HUMAN	Q9Y6X0	SETBP1	SETBP_HUMAN_b03.a2m
SETD2_HUMAN	Q9BYW2	SETD2	SETD2_HUMAN_b01.a2m
SETD5_HUMAN	Q9C0A6	SETD5	SETD5_HUMAN_b01.a2m
SETX_HUMAN	Q7Z333	SETX	SETX_HUMAN_b03.a2m
SET_HUMAN	Q01105	SET	SET_HUMAN_b03.a2m
SFPA2_HUMAN	Q8IWL1	SFTPA2	SFPA2_HUMAN_b03.a2m
SFTA1_HUMAN	Q8IWL2	SFTPA1	SFTA1_HUMAN_b03.a2m
SFTA3_HUMAN	P0C7M3	SFTA3	SFTA3_HUMAN_b03.a2m
SG196_HUMAN	Q9H5K3	POMK	SG196_HUMAN_b03.a2m
SGCA_HUMAN	Q16586	SGCA	SGCA_HUMAN_b03.a2m
SGCB_HUMAN	Q16585	SGCB	SGCB_HUMAN_b03.a2m
SGCD_HUMAN	Q92629	SGCD	SGCD_HUMAN_b01.a2m
SGCE_HUMAN	O43556	SGCE	SGCE_HUMAN_b01.a2m
SGCG_HUMAN	Q13326	SGCG	SGCG_HUMAN_b01.a2m
SGMR1_HUMAN	Q99720	SIGMAR1	SGMR1_HUMAN_b01.a2m
SGO1_HUMAN	Q5FBB7	SGO1	SGO1_HUMAN_b01.a2m
SGPL1_HUMAN	O95470	SGPL1	SGPL1_HUMAN_b03.a2m
SH21A_HUMAN	O60880	SH2D1A	SH21A_HUMAN_b01.a2m
SH2B3_HUMAN	Q9UQQ2	SH2B3	SH2B3_HUMAN_b01.a2m
SH3K1_HUMAN	Q96B97	SH3KBP1	SH3K1_HUMAN_b03.a2m
SHAN3_HUMAN	Q9BYB0	SHANK3	SHAN3_HUMAN_b07.a2m
SHFL_HUMAN	Q9NUL5	SHFL	SHFL_HUMAN_b01.a2m
SHH_HUMAN	Q15465	SHH	SHH_HUMAN_b01.a2m
SHOC2_HUMAN	Q9UQ13	SHOC2	SHOC2_HUMAN_b07.a2m
SHOX_HUMAN	O15266	SHOX	SHOX_HUMAN_b03.a2m
SIAS_HUMAN	Q9NR45	NANS	SIAS_HUMAN_b03.a2m
SIAT6_HUMAN	Q11203	ST3GAL3	SIAT6_HUMAN_b01.a2m
SIAT9_HUMAN	Q9UNP4	ST3GAL5	SIAT9_HUMAN_b01.a2m
SIL1_HUMAN	Q9H173	SIL1	SIL1_HUMAN_b01.a2m
SIN3A_HUMAN	Q96ST3	SIN3A	SIN3A_HUMAN_b10.a2m
SIX1_HUMAN	Q15475	SIX1	SIX1_HUMAN_b01.a2m
SIX2_HUMAN	Q9NPC8	SIX2	SIX2_HUMAN_b03.a2m
SIX3_HUMAN	O95343	SIX3	SIX3_HUMAN_b01.a2m
SIX5_HUMAN	Q8N196	SIX5	SIX5_HUMAN_b03.a2m
SIX6_HUMAN	O95475	SIX6	SIX6_HUMAN_b03.a2m
SKAP_HUMAN	Q9Y448	KNSTRN	SKAP_HUMAN_b01.a2m
SL9A3_HUMAN	P48764	SLC9A3	SL9A3_HUMAN_b03.a2m
SL9A6_HUMAN	Q92581	SLC9A6	SL9A6_HUMAN_b07.a2m
SLC31_HUMAN	Q07837	SLC3A1	SLC31_HUMAN_b03.a2m
SLIK1_HUMAN	Q96PX8	SLITRK1	SLIK1_HUMAN_b03.a2m
SLN14_HUMAN	P0C7P3	SLFN14	SLN14_HUMAN_b01.a2m
SLTM_HUMAN	Q9NWH9	SLTM	SLTM_HUMAN_b01.a2m
SLUR1_HUMAN	P55000	SLURP1	SLUR1_HUMAN_b03.a2m
SMAD2_HUMAN	Q15796	SMAD2	SMAD2_HUMAN_b01.a2m
SMAD3_HUMAN	P84022	SMAD3	SMAD3_HUMAN_b03.a2m
SMAD4_HUMAN	Q13485	SMAD4	SMAD4_HUMAN_b10.a2m
SMAD6_HUMAN	O43541	SMAD6	SMAD6_HUMAN_b01.a2m
SMAD9_HUMAN	O15198	SMAD9	SMAD9_HUMAN_b03.a2m
SMAL1_HUMAN	Q9NZC9	SMARCAL1	SMAL1_HUMAN_b05.a2m
SMBP2_HUMAN	P38935	IGHMBP2	SMBP2_HUMAN_b10.a2m
SMC1A_HUMAN	Q14683	SMC1A	SMC1A_HUMAN_b03.a2m
SMC3_HUMAN	Q9UQE7	SMC3	SMC3_HUMAN_b03.a2m
SMCA2_HUMAN	P51531	SMARCA2	SMCA2_HUMAN_b10.a2m
SMCA4_HUMAN	P51532	SMARCA4	SMCA4_HUMAN_b10.a2m
SMCE1_HUMAN	Q969G3	SMARCE1	SMCE1_HUMAN_b01.a2m
SMHD1_HUMAN	A6NHR9	SMCHD1	SMHD1_HUMAN_b01.a2m
SMN_HUMAN	Q16637	SMN1	SMN_HUMAN_b01.a2m
SMOC1_HUMAN	Q9H4F8	SMOC1	SMOC1_HUMAN_b01.a2m
SMOX_HUMAN	Q9NWM0	SMOX	SMOX_HUMAN_b03.a2m
SMRD1_HUMAN	Q96GM5	SMARCD1	SMRD1_HUMAN_b01.a2m
SMS2_HUMAN	Q8NHU3	SGMS2	SMS2_HUMAN_b03.a2m
SNAPN_HUMAN	O95295	SNAPIN	SNAPN_HUMAN_b03.a2m
SNF5_HUMAN	Q12824	SMARCB1	SNF5_HUMAN_b01.a2m
SNIP1_HUMAN	Q8TAD8	SNIP1	SNIP1_HUMAN_b01.a2m
SNP25_HUMAN	P60880	SNAP25	SNP25_HUMAN_b03.a2m
SNP29_HUMAN	O95721	SNAP29	SNP29_HUMAN_b03.a2m
SNPC5_HUMAN	O75971	SNAPC5	SNPC5_HUMAN_b03.a2m
SNRPA_HUMAN	P09012	SNRPA	SNRPA_HUMAN_b03.a2m
SNTA1_HUMAN	Q13424	SNTA1	SNTA1_HUMAN_b03.a2m
SNX10_HUMAN	Q9Y5X0	SNX10	SNX10_HUMAN_b03.a2m
SNX14_HUMAN	Q9Y5W7	SNX14	SNX14_HUMAN_b01.a2m
SO1B1_HUMAN	Q9Y6L6	SLCO1B1	SO1B1_HUMAN_b01.a2m
SO1B3_HUMAN	Q9NPD5	SLCO1B3	SO1B3_HUMAN_b03.a2m
SO2A1_HUMAN	Q92959	SLCO2A1	SO2A1_HUMAN_b03.a2m
SODC_HUMAN	P00441	SOD1	SODC_HUMAN_b10.a2m
SODE_HUMAN	P08294	SOD3	SODE_HUMAN_b03.a2m
SOMA_HUMAN	P01241	GH1	SOMA_HUMAN_b01.a2m
SON_HUMAN	P18583	SON	SON_HUMAN_b05.a2m
SOS1_HUMAN	Q07889	SOS1	SOS1_HUMAN_b03.a2m
SOS2_HUMAN	Q07890	SOS2	SOS2_HUMAN_b03.a2m
SOST_HUMAN	Q9BQB4	SOST	SOST_HUMAN_b03.a2m
SOX10_HUMAN	P56693	SOX10	SOX10_HUMAN_b03.a2m
SOX11_HUMAN	P35716	SOX11	SOX11_HUMAN_b03.a2m
SOX17_HUMAN	Q9H6I2	SOX17	SOX17_HUMAN_b03.a2m
SOX18_HUMAN	P35713	SOX18	SOX18_HUMAN_b03.a2m
SOX2_HUMAN	P48431	SOX2	SOX2_HUMAN_b03.a2m
SOX30_HUMAN	O94993	SOX30	SOX30_HUMAN_b03.a2m
SOX3_HUMAN	P41225	SOX3	SOX3_HUMAN_b03.a2m
SOX4_HUMAN	Q06945	SOX4	SOX4_HUMAN_b01.a2m
SOX5_HUMAN	P35711	SOX5	SOX5_HUMAN_b03.a2m
SOX9_HUMAN	P48436	SOX9	SOX9_HUMAN_b03.a2m
SPAG1_HUMAN	Q07617	SPAG1	SPAG1_HUMAN_b03.a2m
SPART_HUMAN	Q8N0X7	SPART	SPART_HUMAN_b01.a2m
SPAST_HUMAN	Q9UBP0	SPAST	SPAST_HUMAN_b03.a2m
SPAT7_HUMAN	Q9P0W8	SPATA7	SPAT7_HUMAN_b01.a2m
SPB6_HUMAN	P35237	SERPINB6	SPB6_HUMAN_b01.a2m
SPB8_HUMAN	P50452	SERPINB8	SPB8_HUMAN_b01.a2m
SPCS_HUMAN	Q9HD40	SEPSECS	SPCS_HUMAN_b01.a2m
SPD2B_HUMAN	A1X283	SH3PXD2B	SPD2B_HUMAN_b01.a2m
SPE39_HUMAN	Q9H9C1	VIPAS39	SPE39_HUMAN_b01.a2m
SPG17_HUMAN	Q6Q759	SPAG17	SPG17_HUMAN_b10.a2m
SPG21_HUMAN	Q9NZD8	SPG21	SPG21_HUMAN_b03.a2m
SPG7_HUMAN	Q9UQ90	SPG7	SPG7_HUMAN_b10.a2m
SPHM_HUMAN	P51688	SGSH	SPHM_HUMAN_b10.a2m
SPI1_HUMAN	P17947	SPI1	SPI1_HUMAN_b03.a2m
SPIT2_HUMAN	O43291	SPINT2	SPIT2_HUMAN_b01.a2m
SPOP_HUMAN	O43791	SPOP	SPOP_HUMAN_b03.a2m
SPRC_HUMAN	P09486	SPARC	SPRC_HUMAN_b03.a2m
SPRE1_HUMAN	Q7Z699	SPRED1	SPRE1_HUMAN_b03.a2m
SPRE_HUMAN	P35270	SPR	SPRE_HUMAN_b07.a2m
SPSY_HUMAN	P52788	SMS	SPSY_HUMAN_b03.a2m
SPT16_HUMAN	Q9BXB7	SPATA16	SPT16_HUMAN_b03.a2m
SPT22_HUMAN	Q8NHS9	SPATA22	SPT22_HUMAN_b01.a2m
SPTA1_HUMAN	P02549	SPTA1	SPTA1_HUMAN_b01.a2m
SPTB1_HUMAN	P11277	SPTB	SPTB1_HUMAN_b03.a2m
SPTC1_HUMAN	O15269	SPTLC1	SPTC1_HUMAN_b03.a2m
SPTC2_HUMAN	O15270	SPTLC2	SPTC2_HUMAN_b01.a2m
SPTC3_HUMAN	Q9NUV7	SPTLC3	SPTC3_HUMAN_b03.a2m
SPTCS_HUMAN	Q96JI7	SPG11	SPTCS_HUMAN_b01.a2m
SPTN1_HUMAN	Q13813	SPTAN1	SPTN1_HUMAN_b01.a2m
SPTN2_HUMAN	O15020	SPTBN2	SPTN2_HUMAN_b03.a2m
SPY4_HUMAN	Q9C004	SPRY4	SPY4_HUMAN_b01.a2m
SPYA_HUMAN	NA	NA	SPYA_HUMAN_b10.a2m
SQSTM_HUMAN	Q13501	SQSTM1	SQSTM_HUMAN_b03.a2m
SRAC1_HUMAN	Q96JX3	SERAC1	SRAC1_HUMAN_b03.a2m
SRCAP_HUMAN	Q6ZRS2	SRCAP	SRCAP_HUMAN_b01.a2m
SRCH_HUMAN	P23327	HRC	SRCH_HUMAN_b01.a2m
SRP54_HUMAN	P61011	SRP54	SRP54_HUMAN_b03.a2m
SRP72_HUMAN	O76094	SRP72	SRP72_HUMAN_b01.a2m
SRPX2_HUMAN	O60687	SRPX2	SRPX2_HUMAN_b01.a2m
SRPX_HUMAN	P78539	SRPX	SRPX_HUMAN_b03.a2m
SRY_HUMAN	Q05066	SRY	SRY_HUMAN_b03.a2m
SSUH2_HUMAN	Q9Y2M2	SSUH2	SSUH2_HUMAN_b01.a2m
ST14_HUMAN	Q9Y5Y6	ST14	ST14_HUMAN_b03.a2m
ST2B1_HUMAN	O00204	SULT2B1	ST2B1_HUMAN_b03.a2m
STA5B_HUMAN	P51692	STAT5B	STA5B_HUMAN_b01.a2m
STABP_HUMAN	O95630	STAMBP	STABP_HUMAN_b01.a2m
STAC2_HUMAN	Q6ZMT1	STAC2	STAC2_HUMAN_b03.a2m
STAC3_HUMAN	Q96MF2	STAC3	STAC3_HUMAN_b03.a2m
STAG2_HUMAN	Q8N3U4	STAG2	STAG2_HUMAN_b01.a2m
STAP1_HUMAN	Q9ULZ2	STAP1	STAP1_HUMAN_b03.a2m
